,request_count,weighted_load,unique_users,static_ratio,total_bytes,is_outage,is_imputed
1995-07-02 02:10:00,161,149.8,33,0.5900621118012422,3423641.0,0,0
1995-07-02 02:15:00,177,171.6,36,0.7909604519774012,3376066.0,0,0
1995-07-02 02:20:00,156,148.8,34,0.7884615384615384,2793675.0,0,0
1995-07-02 02:25:00,252,237.6,47,0.8134920634920635,3947413.0,0,0
1995-07-02 02:30:00,195,182.5,43,0.8102564102564103,3050807.0,0,0
1995-07-02 02:35:00,113,104.9,34,0.7345132743362832,2827606.0,0,0
1995-07-02 02:40:00,130,125.5,29,0.7538461538461538,1906758.0,0,0
1995-07-02 02:45:00,124,118.2,27,0.8548387096774194,2835436.0,0,0
1995-07-02 02:50:00,160,141.1,35,0.7625,2915731.0,0,0
1995-07-02 02:55:00,103,100.8,29,0.8543689320388349,2417964.0,0,0
1995-07-02 03:00:00,136,121.6,28,0.6397058823529411,2900668.0,0,0
1995-07-02 03:05:00,152,141.7,28,0.8157894736842105,2171669.0,0,0
1995-07-02 03:10:00,86,77.0,23,0.8837209302325582,1930504.0,0,0
1995-07-02 03:15:00,81,77.4,19,0.7530864197530864,1668234.0,0,0
1995-07-02 03:20:00,110,101.9,25,0.5909090909090909,1912040.0,0,0
1995-07-02 03:25:00,111,104.7,24,0.7477477477477478,2711298.0,0,0
1995-07-02 03:30:00,163,147.7,29,0.7423312883435583,2905172.0,0,0
1995-07-02 03:35:00,146,140.7,31,0.815068493150685,2674214.0,0,0
1995-07-02 03:40:00,136,114.9,31,0.8455882352941176,3536678.0,0,0
1995-07-02 03:45:00,108,93.6,26,0.8055555555555556,2531955.0,0,0
1995-07-02 03:50:00,139,129.6,27,0.8345323741007195,3316253.0,0,0
1995-07-02 03:55:00,137,123.6,27,0.7372262773722628,2420211.0,0,0
1995-07-02 04:00:00,116,101.6,28,0.8189655172413793,2381610.0,0,0
1995-07-02 04:05:00,71,56.6,20,0.8591549295774648,2390850.0,0,0
1995-07-02 04:10:00,137,122.6,20,0.8394160583941606,2342651.0,0,0
1995-07-02 04:15:00,86,81.6,18,0.7209302325581395,1935599.0,0,0
1995-07-02 04:20:00,84,78.6,20,0.8095238095238095,1892850.0,0,0
1995-07-02 04:25:00,147,126.3,23,0.7074829931972789,2337035.0,0,0
1995-07-02 04:30:00,80,70.1,22,0.8,1360571.0,0,0
1995-07-02 04:35:00,147,109.2,24,0.8775510204081632,2503239.0,0,0
1995-07-02 04:40:00,138,124.5,27,0.8913043478260869,2092203.0,0,0
1995-07-02 04:45:00,123,113.1,22,0.8048780487804879,2202900.0,0,0
1995-07-02 04:50:00,99,82.8,25,0.7777777777777778,1556570.0,0,0
1995-07-02 04:55:00,58,53.5,17,0.7241379310344828,1416896.0,0,0
1995-07-02 05:00:00,103,98.5,20,0.8446601941747572,1477195.0,0,0
1995-07-02 05:05:00,113,108.1,21,0.8938053097345132,2551631.0,0,0
1995-07-02 05:10:00,76,69.3,23,0.75,1440860.0,0,0
