,request_count,weighted_load,unique_users,static_ratio,total_bytes,is_outage,is_imputed
1995-07-02 14:30:00,841,785.7,115,0.7728894173602854,18493832.0,0,0
1995-07-02 14:45:00,699,652.2,102,0.7982832618025751,13992650.0,0,0
1995-07-02 15:00:00,762,729.2,91,0.7677165354330708,19823872.0,0,0
1995-07-02 15:15:00,694,633.1,97,0.7968299711815562,12065777.0,0,0
1995-07-02 15:30:00,619,557.1,98,0.7399030694668821,11746263.0,0,0
1995-07-02 15:45:00,656,615.2,101,0.7911585365853658,13141965.0,0,0
1995-07-02 16:00:00,660,614.2,96,0.7893939393939394,11540891.0,0,0
1995-07-02 16:15:00,810,734.8,109,0.8074074074074075,13755831.0,0,0
1995-07-02 16:30:00,816,771.2,97,0.803921568627451,15459188.0,0,0
1995-07-02 16:45:00,869,808.7,116,0.8147295742232451,13391612.0,0,0
1995-07-02 17:00:00,1046,952.0,130,0.777246653919694,17738927.0,0,0
1995-07-02 17:15:00,884,789.1,118,0.7760180995475113,19211180.0,0,0
1995-07-02 17:30:00,751,712.3,115,0.7869507323568575,20138163.0,0,0
1995-07-02 17:45:00,856,799.4,104,0.8200934579439252,15681294.0,0,0
1995-07-02 18:00:00,782,715.4,97,0.7749360613810742,22669783.0,0,0
1995-07-02 18:15:00,875,802.7,116,0.7851428571428571,18711342.0,0,0
1995-07-02 18:30:00,794,712.6,107,0.7808564231738035,17253398.0,0,0
1995-07-02 18:45:00,716,668.4,98,0.776536312849162,14723302.0,0,0
1995-07-02 19:00:00,809,738.8,116,0.8158220024721878,14911096.0,0,0
1995-07-02 19:15:00,581,551.5,80,0.8089500860585198,9928592.0,0,0
1995-07-02 19:30:00,714,667.8,108,0.7633053221288515,12941491.0,0,0
1995-07-02 19:45:00,677,632.1,98,0.7976366322008862,15734711.0,0,0
1995-07-02 20:00:00,814,752.0,108,0.8230958230958231,15277293.0,0,0
1995-07-02 20:15:00,722,671.4,106,0.8005540166204986,13520596.0,0,0
1995-07-02 20:30:00,707,657.2,100,0.8048090523338048,13328952.0,0,0
1995-07-02 20:45:00,715,675.4,92,0.8083916083916084,16216262.0,0,0
1995-07-02 21:00:00,867,778.5,114,0.8235294117647058,16840520.0,0,0
1995-07-02 21:15:00,709,661.8,93,0.7277856135401974,16427623.0,0,0
1995-07-02 21:30:00,968,899.7,121,0.8181818181818182,20534264.0,0,0
1995-07-02 21:45:00,836,764.7,124,0.7954545454545454,18735302.0,0,0
1995-07-02 22:00:00,778,693.6,115,0.712082262210797,16167434.0,0,0
1995-07-02 22:15:00,884,808.0,134,0.748868778280543,18311137.0,0,0
1995-07-02 22:30:00,942,869.1,121,0.7717622080679406,17514543.0,0,0
1995-07-02 22:45:00,1115,1036.4,129,0.7721973094170403,16094395.0,0,0
1995-07-02 23:00:00,1162,1082.9,144,0.8123924268502581,17424932.0,0,0
1995-07-02 23:15:00,978,872.6,136,0.7975460122699386,17858588.0,0,0
1995-07-02 23:30:00,847,772.7,111,0.7402597402597403,15773219.0,0,0
1995-07-02 23:45:00,727,680.3,110,0.8404401650618982,14743045.0,0,0
1995-07-03 00:00:00,687,629.2,113,0.8034934497816594,15810360.0,0,0
1995-07-03 00:15:00,883,822.9,114,0.7655719139297849,18072205.0,0,0
1995-07-03 00:30:00,720,673.3,100,0.8291666666666667,13372052.0,0,0
1995-07-03 00:45:00,717,678.5,110,0.7740585774058577,14987022.0,0,0
1995-07-03 01:00:00,578,540.3,87,0.7681660899653979,10815188.0,0,0
1995-07-03 01:15:00,645,597.0,94,0.7581395348837209,14453440.0,0,0
1995-07-03 01:30:00,643,591.7,84,0.80248833592535,13570765.0,0,0
1995-07-03 01:45:00,529,503.5,74,0.8374291115311909,9502173.0,0,0
1995-07-03 02:00:00,578,520.9,90,0.7370242214532872,11747287.0,0,0
1995-07-03 02:15:00,579,548.5,75,0.7996545768566494,12575827.0,0,0
1995-07-03 02:30:00,491,468.1,61,0.7739307535641547,8880385.0,0,0
1995-07-03 02:45:00,557,507.0,70,0.8186714542190305,9578090.0,0,0
1995-07-03 03:00:00,428,403.7,67,0.7733644859813084,11531880.0,0,0
1995-07-03 03:15:00,453,417.1,69,0.8233995584988962,8721417.0,0,0
1995-07-03 03:30:00,578,537.6,76,0.7785467128027682,11960344.0,0,0
1995-07-03 03:45:00,567,511.3,83,0.8059964726631393,13844440.0,0,0
1995-07-03 04:00:00,429,393.5,68,0.7972027972027972,11408787.0,0,0
1995-07-03 04:15:00,414,366.0,67,0.7946859903381642,9001961.0,0,0
1995-07-03 04:30:00,297,282.2,47,0.8518518518518519,4426905.0,0,0
1995-07-03 04:45:00,399,381.1,55,0.7719298245614035,7321469.0,0,0
1995-07-03 05:00:00,396,384.5,59,0.8459595959595959,7515505.0,0,0
1995-07-03 05:15:00,388,367.9,63,0.8479381443298969,7955506.0,0,0
1995-07-03 05:30:00,457,426.4,73,0.8315098468271335,8338080.0,0,0
1995-07-03 05:45:00,509,473.0,71,0.793713163064833,9940329.0,0,0
1995-07-03 06:00:00,444,394.5,73,0.8288288288288288,8179027.0,0,0
1995-07-03 06:15:00,368,326.7,70,0.8179347826086957,7819608.0,0,0
1995-07-03 06:30:00,404,374.4,68,0.8316831683168316,8771299.0,0,0
1995-07-03 06:45:00,487,456.5,83,0.75564681724846,11904616.0,0,0
1995-07-03 07:00:00,682,627.6,91,0.8240469208211144,13597632.0,0,0
1995-07-03 07:15:00,662,616.0,102,0.7854984894259819,12996862.0,0,0
1995-07-03 07:30:00,793,725.8,114,0.8310214375788146,14724377.0,0,0
1995-07-03 07:45:00,724,670.6,107,0.8093922651933702,13411956.0,0,0
1995-07-03 08:00:00,899,817.2,134,0.8175750834260289,14295394.0,0,0
1995-07-03 08:15:00,765,682.7,119,0.8431372549019608,14983579.0,0,0
1995-07-03 08:30:00,961,894.2,147,0.8283038501560874,18707894.0,0,0
1995-07-03 08:45:00,1047,966.3,161,0.8299904489016237,20883077.0,0,0
1995-07-03 09:00:00,1053,929.7,155,0.7673314339981007,18442045.0,0,0
1995-07-03 09:15:00,1028,945.2,189,0.8326848249027238,16559940.0,0,0
1995-07-03 09:30:00,1343,1262.2,188,0.8555472822040209,20271033.0,0,0
1995-07-03 09:45:00,1373,1269.5,195,0.817916970138383,23133478.0,0,0
1995-07-03 10:00:00,1035,964.7,179,0.8115942028985508,18641843.0,0,0
1995-07-03 10:15:00,1324,1235.1,204,0.8081570996978852,22111510.0,0,0
1995-07-03 10:30:00,963,889.4,198,0.8286604361370716,15197598.0,0,0
1995-07-03 10:45:00,1206,1170.1,202,0.7860696517412935,18329213.0,0,0
1995-07-03 11:00:00,1217,1154.3,214,0.8471651602300739,19934568.0,0,0
1995-07-03 11:15:00,1289,1197.0,189,0.8161365399534523,21191591.0,0,0
1995-07-03 11:30:00,1168,1088.9,181,0.8433219178082192,21894932.0,0,0
1995-07-03 11:45:00,1110,1029.2,169,0.8144144144144144,22783829.0,0,0
1995-07-03 12:00:00,1120,1039.8,174,0.8098214285714286,21225682.0,0,0
1995-07-03 12:15:00,1424,1294.2,216,0.8096910112359551,21899542.0,0,0
1995-07-03 12:30:00,1368,1273.6,209,0.7967836257309941,24087017.0,0,0
1995-07-03 12:45:00,1623,1459.1,236,0.8274799753542822,27616454.0,0,0
1995-07-03 13:00:00,1445,1347.0,218,0.7903114186851211,21807521.0,0,0
1995-07-03 13:15:00,1442,1352.2,221,0.782246879334258,24595093.0,0,0
1995-07-03 13:30:00,1526,1454.3,220,0.7988204456094364,26647322.0,0,0
1995-07-03 13:45:00,1607,1477.1,229,0.8008711885500933,26550786.0,0,0
1995-07-03 14:00:00,1512,1397.5,219,0.7996031746031746,27040359.0,0,0
1995-07-03 14:15:00,1548,1444.5,213,0.7939276485788114,24826734.0,0,0
1995-07-03 14:30:00,1027,936.2,181,0.8023369036027264,18134829.0,0,0
1995-07-03 14:45:00,1424,1318.8,279,0.8089887640449438,25701854.0,0,0
1995-07-03 15:00:00,1375,1281.3,225,0.8269090909090909,25187526.0,0,0
1995-07-03 15:15:00,1209,1121.0,196,0.8097601323407775,21930154.0,0,0
1995-07-03 15:30:00,1382,1266.3,213,0.8487698986975398,24179044.0,0,0
1995-07-03 15:45:00,1642,1573.1,205,0.8239951278928136,31417349.0,0,0
1995-07-03 16:00:00,1271,1195.3,201,0.8017309205350118,22222799.0,0,0
1995-07-03 16:15:00,1535,1380.7,204,0.8143322475570033,27180145.0,0,0
1995-07-03 16:30:00,1399,1297.9,186,0.81915654038599,23518910.0,0,0
1995-07-03 16:45:00,1182,1091.1,170,0.8426395939086294,18756053.0,0,0
1995-07-03 17:00:00,1405,1312.4,199,0.797864768683274,28294980.0,0,0
1995-07-03 17:15:00,1188,1118.4,159,0.8097643097643098,21236625.0,0,0
1995-07-03 17:30:00,1001,938.2,153,0.7812187812187812,16951151.0,0,0
1995-07-03 17:45:00,947,861.1,148,0.7898627243928195,22453638.0,0,0
1995-07-03 18:00:00,747,670.1,119,0.8232931726907631,12524608.0,0,0
1995-07-03 18:15:00,880,805.5,127,0.8056818181818182,15814910.0,0,0
1995-07-03 18:30:00,906,845.6,119,0.8333333333333334,17574079.0,0,0
1995-07-03 18:45:00,911,845.8,123,0.8046103183315039,16588476.0,0,0
1995-07-03 19:00:00,806,761.5,112,0.7952853598014888,17031100.0,0,0
1995-07-03 19:15:00,873,807.9,119,0.7686139747995419,14391441.0,0,0
1995-07-03 19:30:00,881,818.0,137,0.8138479001135074,14848946.0,0,0
1995-07-03 19:45:00,1151,1049.2,158,0.8149435273675065,23104111.0,0,0
1995-07-03 20:00:00,912,849.5,118,0.7993421052631579,18097519.0,0,0
1995-07-03 20:15:00,932,857.7,121,0.7714592274678111,20322038.0,0,0
1995-07-03 20:30:00,868,816.8,112,0.804147465437788,16380984.0,0,0
1995-07-03 20:45:00,1048,964.6,144,0.816793893129771,18326118.0,0,0
1995-07-03 21:00:00,909,836.3,131,0.7975797579757976,20717228.0,0,0
1995-07-03 21:15:00,957,886.9,137,0.8234064785788924,19233986.0,0,0
1995-07-03 21:30:00,978,891.7,136,0.8251533742331288,17074429.0,0,0
1995-07-03 21:45:00,967,899.6,138,0.7683557394002068,19286048.0,0,0
1995-07-03 22:00:00,800,733.4,110,0.77125,13412937.0,0,0
1995-07-03 22:15:00,777,714.1,118,0.7863577863577863,15382996.0,0,0
1995-07-03 22:30:00,819,748.5,124,0.7521367521367521,16500573.0,0,0
1995-07-03 22:45:00,792,713.9,123,0.7840909090909091,16991935.0,0,0
1995-07-03 23:00:00,806,748.2,116,0.7903225806451613,14351820.0,0,0
1995-07-03 23:15:00,954,872.0,139,0.8081761006289309,16951606.0,0,0
1995-07-03 23:30:00,1107,1012.6,154,0.7976513098464318,18092998.0,0,0
1995-07-03 23:45:00,846,760.3,125,0.7777777777777778,18823284.0,0,0
1995-07-04 00:00:00,701,658.6,115,0.7660485021398002,12600171.0,0,0
1995-07-04 00:15:00,867,785.1,120,0.7566320645905421,17768551.0,0,0
1995-07-04 00:30:00,811,750.4,119,0.7916152897657214,17792574.0,0,0
1995-07-04 00:45:00,755,688.9,106,0.8132450331125828,13745118.0,0,0
1995-07-04 01:00:00,752,703.5,102,0.8231382978723404,17028544.0,0,0
1995-07-04 01:15:00,743,687.3,98,0.8519515477792732,12280274.0,0,0
1995-07-04 01:30:00,661,629.3,94,0.8093797276853253,9687089.0,0,0
1995-07-04 01:45:00,665,577.8,88,0.8015037593984963,12027844.0,0,0
1995-07-04 02:00:00,796,745.9,103,0.8115577889447236,16682943.0,0,0
1995-07-04 02:15:00,755,685.3,111,0.8172185430463577,14866351.0,0,0
1995-07-04 02:30:00,479,436.8,79,0.8288100208768268,7573373.0,0,0
1995-07-04 02:45:00,499,459.0,81,0.8236472945891784,8490555.0,0,0
1995-07-04 03:00:00,631,575.3,90,0.7606973058637084,12457143.0,0,0
1995-07-04 03:15:00,443,418.8,63,0.8148984198645598,9154849.0,0,0
1995-07-04 03:30:00,497,447.2,73,0.7887323943661971,8849481.0,0,0
1995-07-04 03:45:00,422,369.9,73,0.7654028436018957,9641666.0,0,0
1995-07-04 04:00:00,444,387.3,72,0.8243243243243243,7468295.0,0,0
1995-07-04 04:15:00,419,370.4,62,0.7350835322195705,7451206.0,0,0
1995-07-04 04:30:00,460,448.3,54,0.8565217391304348,9787710.0,0,0
1995-07-04 04:45:00,420,393.0,65,0.7976190476190477,7917660.0,0,0
1995-07-04 05:00:00,396,361.9,69,0.803030303030303,7046869.0,0,0
1995-07-04 05:15:00,432,402.3,65,0.8333333333333334,7029889.0,0,0
1995-07-04 05:30:00,422,382.6,71,0.8246445497630331,7778793.0,0,0
1995-07-04 05:45:00,483,440.8,73,0.8115942028985508,10136728.0,0,0
1995-07-04 06:00:00,459,422.6,68,0.8300653594771242,8916026.0,0,0
1995-07-04 06:15:00,399,359.9,72,0.8295739348370927,8775009.0,0,0
1995-07-04 06:30:00,415,369.1,64,0.8289156626506025,10623109.0,0,0
1995-07-04 06:45:00,435,392.4,66,0.7264367816091954,8778262.0,0,0
1995-07-04 07:00:00,394,377.4,69,0.7791878172588832,6583690.0,0,0
1995-07-04 07:15:00,608,567.5,96,0.8305921052631579,8927019.0,0,0
1995-07-04 07:30:00,557,492.2,87,0.7917414721723519,10152650.0,0,0
1995-07-04 07:45:00,594,509.5,95,0.8063973063973064,11631940.0,0,0
1995-07-04 08:00:00,675,632.9,100,0.8577777777777778,10529329.0,0,0
1995-07-04 08:15:00,876,784.8,112,0.8116438356164384,16074308.0,0,0
1995-07-04 08:30:00,631,578.0,94,0.8145800316957211,12118960.0,0,0
1995-07-04 08:45:00,824,756.7,112,0.7985436893203883,17531893.0,0,0
1995-07-04 09:00:00,675,592.8,112,0.8414814814814815,15336669.0,0,0
1995-07-04 09:15:00,842,734.1,117,0.8171021377672208,13912066.0,0,0
1995-07-04 09:30:00,787,700.4,114,0.7966963151207116,14815499.0,0,0
1995-07-04 09:45:00,755,686.7,116,0.8145695364238411,14524084.0,0,0
1995-07-04 10:00:00,932,841.2,120,0.7982832618025751,15894764.0,0,0
1995-07-04 10:15:00,677,616.8,110,0.7813884785819794,14619745.0,0,0
1995-07-04 10:30:00,952,878.8,139,0.7888655462184874,17967346.0,0,0
1995-07-04 10:45:00,1017,919.4,127,0.8269419862340216,17222034.0,0,0
1995-07-04 11:00:00,956,886.5,137,0.7981171548117155,20547472.0,0,0
1995-07-04 11:15:00,857,793.2,118,0.7829638273045507,16239778.0,0,0
1995-07-04 11:30:00,939,851.1,137,0.8136315228966986,17321702.0,0,0
1995-07-04 11:45:00,822,734.1,131,0.8004866180048662,18444508.0,0,0
1995-07-04 12:00:00,868,789.0,144,0.8133640552995391,21561322.0,0,0
1995-07-04 12:15:00,785,692.1,104,0.8127388535031848,18355444.0,0,0
1995-07-04 12:30:00,851,782.6,124,0.854289071680376,15613412.0,0,0
1995-07-04 12:45:00,898,816.2,125,0.8329621380846325,17863864.0,0,0
1995-07-04 13:00:00,963,893.0,135,0.8213914849428868,21956123.0,0,0
1995-07-04 13:15:00,872,772.2,124,0.8360091743119266,16281010.0,0,0
1995-07-04 13:30:00,840,729.6,124,0.7916666666666666,15861410.0,0,0
1995-07-04 13:45:00,875,828.5,130,0.7908571428571428,17914231.0,0,0
1995-07-04 14:00:00,751,666.7,118,0.7536617842876165,14813537.0,0,0
1995-07-04 14:15:00,744,683.3,112,0.7997311827956989,14575086.0,0,0
1995-07-04 14:30:00,744,696.0,121,0.8051075268817204,18087899.0,0,0
